qid,type,question,gold,prediction,em,f1,chain_complete,gap_type,gold_entity_count,gold_entity_coverage,gold_pair_count,gold_pair_recall,gold_relation_recall,gold_pair_complete,gold_relation_complete,gold_evidence_nodes_connected,matched_gold_entities,missing_gold_entities,repair_attempted,repair_outcome,repair_triples_extracted,repair_triples_added,repair_llm_calls
afbfedfc08c411ebbd8eac1f6bf848b6,comparison,"Who died earlier, Gunnar Kulldorff or Gordon Gibson Sr.?",Gordon Gibson Sr.,Gordon Gibson Sr,1.0,1.0,True,complete,4,0.75,2,0.5,0.0,False,False,False,25 June 2015 | Gordon Gibson Sr. | Gunnar Kulldorff,"July 17, 1986",False,not_attempted,0,0,0
048fa24c089711ebbd76ac1f6bf848b6,bridge_comparison,"Which film has the director who is older, Stradivari (Film) or Darby'S Rangers?",Darby'S Rangers,Darby'S Rangers,1.0,1.0,True,complete,8,0.875,4,0.5,0.0,False,False,False,"18 October 1943 | Darby'S Rangers | Darby's Rangers | February 29, 1896 | Giacomo Battiato | William A. Wellman | William Wellman",Stradivari (film),False,not_attempted,0,0,0
c581990a0bdb11eba7f7acde48001122,compositional,Where was the director of film The Girl With The Dragon Tattoo (2009 Film) born?,Denmark,Denmark,1.0,1.0,False,missing_entities,3,1.0,2,1.0,0.0,True,False,True,Denmark | Niels Arden Oplev | The Girl with the Dragon Tattoo,,True,repair_residual_gap,31,31,2
7a465cb4095111ebbdaeac1f6bf848b6,comparison,Are Transamerica Corporation and World Wonder Ring Stardom both located in the same country?,no,no,1.0,1.0,True,complete,5,0.4,2,0.0,0.0,False,False,False,Transamerica Corporation | World Wonder Ring Stardom,American | Japan | no,True,repair_to_complete,21,21,1
47f733600bda11eba7f7acde48001122,compositional,What is the date of death of the director of film Never Fear?,3 August 1995,3 August 1995,1.0,1.0,True,complete,3,0.6666666666666666,2,0.5,0.0,False,False,False,3 August 1995 | Ida Lupino,Never Fear,True,repair_to_complete,8,8,1
6f0a43a80bde11eba7f7acde48001122,compositional,What is the date of death of the director of film Law Of The Border?,19 November 2011,19 November 2011,1.0,1.0,False,missing_entities,3,1.0,2,1.0,0.0,True,False,True,19 November 2011 | Law of the Border | Ömer Lütfi Akad,,True,repair_residual_gap,28,28,2
1dbdfcea0bdb11eba7f7acde48001122,compositional,Where was the director of film 33 Scenes From Life born?,Kraków,Kraków,1.0,1.0,False,missing_entities,3,1.0,2,1.0,0.0,True,False,True,33 Scenes From Life | Kraków | Małgorzata Szumowska,,True,repair_residual_gap,11,11,2
cf6530d708f311ebbdaaac1f6bf848b6,comparison,Who was born first out of Matteo Mancosu and Yoon Jong-Hoon?,Yoon Jong-Hoon,Yoon Jong-Hoon,1.0,1.0,True,complete,5,1.0,2,1.0,0.5,True,False,False,"22 December 1984 | February 15, 1984 | Matteo Mancosu | Yoon Jong-Hoon | Yoon Jong-hoon",,True,repair_to_complete,3,3,1
0eb54158087b11ebbd67ac1f6bf848b6,bridge_comparison,"Which film whose director is younger, Gypped In The Penthouse or A Summer'S Tale?",A Summer'S Tale,A Summer'S Tale,1.0,1.0,False,missing_entities,7,1.0,4,1.0,0.0,True,False,False,17 September 1900 | 21 March 1920 | A Summer'S Tale | A Summer's Tale | Gypped in the Penthouse | Jules White | Éric Rohmer,,True,repair_residual_gap,51,51,7
e35b10de08cd11ebbd93ac1f6bf848b6,bridge_comparison,"Which film has the director who died later, Paper Bullets or Karakolda Ayna Var?",Karakolda Ayna Var,Karakolda Ayna Var,1.0,1.0,True,complete,6,0.6666666666666666,4,0.5,0.0,False,False,False,Halit Refiğ | Karakolda Ayna Var | Paper Bullets | Phil Rosen,"11 October 2009 | October 22, 1951",False,not_attempted,0,0,0
3dafdc26089f11ebbd78ac1f6bf848b6,comparison,"Which film came out first, P.K.P. (Pilsudski Bought Petliura) or Nalla Idathu Sammandham?",P.K.P. (Pilsudski Bought Petliura),P.K.P. (Pilsudski Bought Petliura),1.0,1.0,False,missing_entities,4,0.5,2,0.0,0.0,False,False,False,Nalla Idathu Sammandham | P.K.P. (Pilsudski Bought Petliura),1926 | 1958,True,repair_residual_gap,22,22,7
706064e7087b11ebbd68ac1f6bf848b6,comparison,"Who was born later, Norman Hay Forbes or Bruno Foucher?",Bruno Foucher,Bruno Foucher,1.0,1.0,True,complete,4,0.75,2,0.5,0.0,False,False,False,1 March 1863 | 3 October 1960 | Bruno Foucher,Norman Hay Forbes,True,repair_to_complete,14,14,1
7a3da0d0084b11ebbd56ac1f6bf848b6,bridge_comparison,"Which film has the director who died later, Spring In A Small Town or Cannibal Tours?",Cannibal Tours,Cannibal Tours,1.0,1.0,False,missing_entities,6,0.8333333333333334,4,0.75,0.0,False,False,False,"Cannibal Tours | Dennis O'Rourke | Fei Mu | January 31, 1951 | Spring in a Small Town",15 June 2013,True,repair_residual_gap,61,61,7
80774c5508f911ebbdaaac1f6bf848b6,comparison,"Which magazine came out first, Tit-Bits or Illustreret Nyhedsblad?",Illustreret Nyhedsblad,Illustreret Nyhedsblad,1.0,1.0,True,complete,4,0.5,2,0.0,0.0,False,False,False,Illustreret Nyhedsblad | Tit-Bits,1851 | 1881,False,not_attempted,0,0,0
24c40fd9099c11ebbdb0ac1f6bf848b6,comparison,Are both Unity Station and Saskatoon Station (Canadian Pacific Railway) located in the same country?,yes,yes,1.0,1.0,False,missing_entities,5,0.0,2,0.0,0.0,False,False,False,,Canada | Canadian | Saskatoon station (Canadian Pacific Railway) | Unity station | yes,True,repair_residual_gap,49,49,7
efa871c8085611ebbd59ac1f6bf848b6,comparison,Are Nastia Liukin and Alice Gerstenberg both from the same country?,yes,yes,1.0,1.0,True,complete,4,0.25,2,0.0,0.0,False,False,False,Nastia Liukin,Alice Gerstenberg | American | yes,True,repair_to_complete,11,11,1
16b3e34d085711ebbd59ac1f6bf848b6,comparison,"Which film was released more recently, Sikuru Hathe or Daughters, Daughters?",Sikuru Hathe,Sikuru Hathe,1.0,1.0,False,short_chain,4,0.5,2,0.0,0.0,False,False,False,"Daughters, Daughters | Sikuru Hathe",1974 | 2007,False,not_attempted,0,0,0
0f0ccb9e0bdc11eba7f7acde48001122,compositional,Where was the director of film Politics Of Love born?,"Toronto, Ontario","Toronto, Ontario",1.0,1.0,False,missing_entities,3,1.0,2,1.0,0.0,True,False,True,"Politics of Love | Toronto, Ontario | William Dear",,True,repair_residual_gap,34,34,2
bb12fd1a0bdb11eba7f7acde48001122,compositional,Who is the spouse of the performer of song Everybody Loves You Now?,Alexis Roderick,Alexis Roderick,1.0,1.0,True,complete,3,0.6666666666666666,2,0.5,0.0,False,False,False,Billy Joel | Everybody Loves You Now,Alexis Roderick,False,not_attempted,0,0,0
1c884ef208a211ebbd7aac1f6bf848b6,comparison,"Who was born later, Alena Stolzová or Ibrahim Al-Saqqar?",Ibrahim Al-Saqqar,Ibrahim Al-Saqqar,1.0,1.0,False,short_chain,4,1.0,2,1.0,0.0,True,False,False,"6 November 1937 | Alena Stolzová | Ibrahim Al-Saqqar | January 20, 1984",,False,not_attempted,0,0,0
00efceca0bb011ebab90acde48001122,inference,"Who is the father of George, Emperor Of Trebizond?",Manuel I of Trebizond,Emperor Manuel I,0.0,0.5714,False,missing_entities,3,0.6666666666666666,2,0.0,0.0,False,False,False,"George, Emperor of Trebizond | Irene Syrikaina",Manuel I of Trebizond,True,repair_residual_gap,10,10,1
58b2f61c08cb11ebbd92ac1f6bf848b6,comparison,"Which film was released more recently, Unseen Forces or The Twilight Saga: Breaking Dawn – Part 1?",The Twilight Saga: Breaking Dawn – Part 1,The Twilight Saga: Breaking Dawn – Part 1,1.0,1.0,False,missing_entities,4,0.5,2,0.0,0.0,False,False,False,The Twilight Saga: Breaking Dawn – Part 1 | Unseen Forces,1920 | 2011,True,repair_residual_gap,47,47,6
27cf588e085011ebbd56ac1f6bf848b6,comparison,"Who was born earlier, Kothapalli Jayashankar or Roberto Magris?",Kothapalli Jayashankar,Kothapalli Jayashankar,1.0,1.0,True,complete,4,0.75,2,0.5,0.0,False,False,False,6 August 1934 | Kothapalli Jayashankar | Roberto Magris,"June 19, 1959",False,not_attempted,0,0,0
53e18b8c0bb011ebab90acde48001122,inference,"Who is Ailwyn Fellowes, 1St Baron Ailwyn's paternal grandfather?",William Henry Fellowes,William Henry Fellowes,1.0,1.0,True,complete,3,0.6666666666666666,2,0.5,0.0,False,False,False,Edward Fellowes | William Henry Fellowes, Ailwyn,True,repair_to_complete,5,5,1
2a78f9e9084b11ebbd56ac1f6bf848b6,comparison,Are both Pender Harbour Water Aerodrome and Kangiqsujuaq (Wakeham Bay) Airport located in the same country?,yes,yes,1.0,1.0,False,missing_entities,4,0.75,2,0.5,0.0,False,False,False,Canada | Kangiqsujuaq (Wakeham Bay) Airport | Pender Harbour Water Aerodrome,yes,True,repair_residual_gap,16,16,6
631c2ffb08de11ebbd9eac1f6bf848b6,comparison,"Which film came out first, ...And God Created Them or The Little Shop Of Horrors?",The Little Shop Of Horrors,The Little Shop Of Horrors,1.0,1.0,False,missing_entities,5,0.6,2,0.0,0.0,False,False,False,...And God Created Them | The Little Shop Of Horrors | The Little Shop of Horrors,1960 | 1979,True,repair_residual_gap,88,88,7
874046160bd911eba7f7acde48001122,compositional,What is the place of birth of the director of film It'S The Rage (Film)?,American,Not specified,0.0,0.0,False,missing_entities,3,0.6666666666666666,2,0.0,0.0,False,False,False,It's the Rage | James D. Stern,American,True,repair_residual_gap,24,24,6
7b33f605088411ebbd6dac1f6bf848b6,bridge_comparison,"Which film has the director died later, Taipei Story or The Ballad Of Cossack Golota?",Taipei Story,Taipei Story,1.0,1.0,False,missing_entities,6,0.8333333333333334,4,0.5,0.0,False,False,False,14 December 1950 | Edward Yang | Igor Savchenko | Taipei Story | The Ballad of Cossack Golota,"June 29, 2007",True,repair_residual_gap,31,31,2
0bbded440bda11eba7f7acde48001122,compositional,Which country the director of film Daadagiri is from?,Pakistan,"Also, no evidence",0.0,0.0,True,complete,3,1.0,2,1.0,0.0,True,False,True,Arshad Khan | Daadagiri | Pakistan,,False,not_attempted,0,0,0
855bfaea0bdc11eba7f7acde48001122,compositional,Where was the husband of Princess Maria Immaculata Of Bourbon-Two Sicilies (1844–1899) born?,Florence,Florence,1.0,1.0,False,missing_entities,3,1.0,2,1.0,0.0,True,False,True,Archduke Karl Salvator of Austria | Florence | Princess Maria Immaculata of Bourbon-Two Sicilies,,True,repair_residual_gap,47,47,7
80cea3ec0baf11ebab90acde48001122,inference,"Who is the paternal grandfather of Johann, Count Of Cleves?","Dietrich VI, Count of Cleves",Dietrich VI,0.0,0.5714,False,missing_entities,3,0.3333333333333333,2,0.0,0.0,False,False,False,"Dietrich VII, Count of Cleves","Dietrich VI, Count of Cleves | Johann was last Count of Cleves",True,repair_residual_gap,9,9,1
0468fbec0bda11eba7f7acde48001122,compositional,"Who is the father of the performer of song Theme From New York, New York?",Vincente Minnelli,Vincente Minnelli,1.0,1.0,False,missing_entities,3,1.0,2,0.5,0.0,False,False,True,"""Theme from ""New York | Liza Minnelli | Vincente Minnelli",,True,repair_residual_gap,6,6,1
5e9d435708f711ebbdaaac1f6bf848b6,comparison,Does Shunya Yoshimi have the same nationality as Lily Van Den Broecke?,no,no,1.0,1.0,True,complete,5,0.2,2,0.0,0.0,False,False,False,Shunya Yoshimi,British | Japan | Lily van den Broecke | no,True,repair_to_complete,9,9,1
f26ca8aa087611ebbd67ac1f6bf848b6,comparison,"Who died first, Gustav Philipp Mörl or Giuseppe Diotti?",Gustav Philipp Mörl,Gustav Philipp Mörl,1.0,1.0,True,complete,4,0.75,2,0.5,0.0,False,False,False,30 January 1846 | Giuseppe Diotti | Gustav Philipp Mörl,"May 7, 1750",False,not_attempted,0,0,0
8aea31a8087011ebbd63ac1f6bf848b6,bridge_comparison,"Which film has the director who was born first, Hell Up In Harlem or The Soviet Story?",Hell Up In Harlem,Hell Up In Harlem,1.0,1.0,False,missing_entities,7,0.8571428571428571,4,0.5,0.0,False,False,False,"Edvīns Šnore | Hell Up In Harlem | Hell Up in Harlem | July 15, 1936 | Larry Cohen | The Soviet Story",21 March 1974,True,repair_residual_gap,43,43,7
5a0c9c7408c011ebbd8aac1f6bf848b6,comparison,"Who was born earlier, Agustín Lavezzi or Jean Guillaume Audinet-Serville?",Jean Guillaume Audinet-Serville,Jean Guillaume Audinet-Serville,1.0,1.0,True,complete,4,1.0,2,1.0,0.0,True,False,False,11 November 1775 | 15 January 1996 | Agustín Lavezzi | Jean Guillaume Audinet-Serville,,False,not_attempted,0,0,0
2ce41efe0bde11eba7f7acde48001122,compositional,"What is the date of death of Christopher Bathurst, 3Rd Viscount Bledisloe's father?",17 September 1979,17 September 1979,1.0,1.0,False,missing_entities,3,0.3333333333333333,2,0.0,0.0,False,False,False,17 September 1979,"Benjamin Bathurst, 2nd Viscount Bledisloe | Christopher Bathurst, 3rd Viscount Bledisloe",True,repair_residual_gap,51,51,7
081c7c960bda11eba7f7acde48001122,compositional,Where was the place of death of the performer of song Dream-A-Lot'S Theme (I Will Live For Love)?,Naples,"Naples, Florida",0.0,0.6667,False,missing_entities,3,0.3333333333333333,2,0.0,0.0,False,False,False,Donna Summer,Dream-A-Lot's Theme | Naples,True,repair_residual_gap,13,13,3
f90a5d6a0bdc11eba7f7acde48001122,compositional,Where did the director of film Barakat! study?,Institut des hautes études cinématographiques,IDHEC,0.0,0.0,True,complete,3,0.6666666666666666,2,0.5,0.0,False,False,False,Barakat! | Djamila Sahraoui,Institut des hautes études cinématographiques,True,repair_to_complete,14,14,3
acd70b040bdd11eba7f7acde48001122,compositional,Which country the performer of song Sweet Leilani is from?,America,United States,0.0,0.0,True,complete,3,0.3333333333333333,2,0.0,0.0,False,False,False,Sweet Leilani,America | Bing Crosby,False,not_attempted,0,0,0
8223ad8e097811ebbdb0ac1f6bf848b6,comparison,"Which film was released first, The Beginning Or The End or Hold Back The Night?",The Beginning Or The End,The Beginning Or The End,1.0,1.0,False,missing_entities,5,0.6,2,0.0,0.0,False,False,False,Hold Back the Night | The Beginning Or The End | The Beginning or the End,1947 | 1956,True,repair_residual_gap,66,66,9
c7c0fbdc0bdd11eba7f7acde48001122,compositional,Who is the spouse of the director of film Soldier (1998 American Film)?,Milla,Milla Jovovich,0.0,0.6667,False,missing_entities,3,0.6666666666666666,2,0.5,0.0,False,False,False,Paul W. S. Anderson | Soldier,Milla,True,repair_residual_gap,16,16,1
15601bc708c711ebbd91ac1f6bf848b6,bridge_comparison,"Which film has the director who is older than the other, A Dangerous Woman (1993 Film) or Emmy Of Stork'S Nest? ",Emmy Of Stork'S Nest,Emmy Of Stork'S Nest,1.0,1.0,False,missing_entities,7,0.8571428571428571,4,0.5,0.25,False,False,False,"Emmy Of Stork'S Nest | Emmy of Stork's Nest | October 12, 1881 | October 4, 1949 | Stephen Gyllenhaal | William Nigh",A Dangerous Woman (1993 film),True,repair_residual_gap,5,5,1
5896e7a80bdd11eba7f7acde48001122,compositional,Which country the director of film Hollow (2014 Film) is from?,America,Vietnam,0.0,0.0,True,complete,3,0.6666666666666666,2,0.5,0.0,False,False,False,Ham Tran | Hollow,America,False,not_attempted,0,0,0
e81fc7b0087111ebbd64ac1f6bf848b6,comparison,"Who died first, Christopher Monck, 2Nd Duke Of Albemarle or Chang Kyou-Chul?","Christopher Monck, 2Nd Duke Of Albemarle","Christopher Monck, 2Nd Duke Of Albemarle",1.0,1.0,False,missing_entities,5,1.0,2,1.0,0.5,True,False,False,"6 October 1688 | April 19, 2000 | Chang Kyou-chul | Christopher Monck, 2Nd Duke Of Albemarle | Christopher Monck, 2nd Duke of Albemarle",,True,repair_residual_gap,55,55,7
5deff9420bdd11eba7f7acde48001122,compositional,"What is the date of death of Matilda Of Boulogne, Duchess Of Brabant's mother?",25 July 1182,25 July 1182,1.0,1.0,False,missing_entities,3,0.3333333333333333,2,0.0,0.0,False,False,False,"Marie I, Countess of Boulogne","25 July 1182 | Matilda of Boulogne, Duchess of Brabant",True,repair_residual_gap,31,31,3
c7a9e30308ae11ebbd83ac1f6bf848b6,bridge_comparison,"Which film has the director who died later, Gang Bullets or Day Of The Idiots?",Day Of The Idiots,Day Of The Idiots,1.0,1.0,False,missing_entities,7,1.0,4,0.75,0.0,False,False,False,"12 April 2010 | Day Of The Idiots | Day of the Idiots | Gang Bullets | July 5, 1969 | Lambert Hillyer | Werner Schroeter",,True,repair_residual_gap,19,19,4
96db3af80bda11eba7f7acde48001122,compositional,"Who is the spouse of the director of film One, But A Lion!?",Karin Molander,Karin,0.0,0.6667,False,missing_entities,3,1.0,2,1.0,0.5,True,False,True,"Gustaf Molander | Karin Molander | One, But a Lion!",,True,repair_residual_gap,28,28,7
e036fe320bdd11eba7f7acde48001122,compositional,Where was the performer of song Old Money (Lana Del Rey Song) born?,New York,New York City,0.0,0.8,False,missing_entities,3,0.6666666666666666,2,0.5,0.0,False,False,False,Lana Del Rey | Old Money,New York,True,repair_residual_gap,8,8,1
ed415b0208b511ebbd88ac1f6bf848b6,bridge_comparison,"Which film has the director died earlier, Il Disertore or The Battle Of Algiers?",The Battle Of Algiers,The Battle Of Algiers,1.0,1.0,False,missing_entities,7,0.8571428571428571,4,0.75,0.25,False,False,False,15 September 2014 | Gillo Pontecorvo | Giuliana Berlinguer | Il disertore | The Battle Of Algiers | The Battle of Algiers,12 October 2006,True,repair_residual_gap,24,24,1
13f3480e0bdc11eba7f7acde48001122,compositional,When did Bud Roper's father die?,"April 30, 1971","April 30, 1971",1.0,1.0,False,short_chain,3,0.6666666666666666,2,0.0,0.0,False,False,False,"Burns Worthington ""Bud"" Roper | Elmo Roper","April 30, 1971",True,repair_residual_gap,16,16,1
b7afade20bdd11eba7f7acde48001122,compositional,"Which country the performer of song Gå Och Göm Dig, Åke Tråk is from?",Sweden,Sweden,1.0,1.0,False,disconnected,3,1.0,2,1.0,0.0,True,False,True,"Gå och göm dig, Åke Tråk | Mona Wessman | Sweden",,True,repair_residual_gap,8,8,1
9a1b06b60bdb11eba7f7acde48001122,compositional,Where does the director of film Podokkhep work at?,Florida Atlantic,Florida Atlantic University,0.0,0.8,True,complete,3,0.6666666666666666,2,0.5,0.0,False,False,False,Podokkhep | Suman Ghosh,Florida Atlantic,False,not_attempted,0,0,0
b34f43d1087b11ebbd69ac1f6bf848b6,bridge_comparison,"Which film has the director who died later, Elle Boit Pas, Elle Fume Pas, Elle Drague Pas, Mais... Elle Cause ! or The Very Eye Of Night?","Elle Boit Pas, Elle Fume Pas, Elle Drague Pas, Mais... Elle Cause !","Elle Boit Pas, Elle Fume Pas, Elle Drague Pas, Mais... Elle Cause !",1.0,1.0,False,missing_entities,7,0.8571428571428571,4,0.5,0.0,False,False,False,"27 July 1985 | Elle Boit Pas, Elle Fume Pas, Elle Drague Pas, Mais... Elle Cause ! | Elle boit pas, elle fume pas, elle drague pas, mais... elle cause ! | Maya Deren | Michel Audiard | The Very Eye of Night","October 13, 1961",True,repair_residual_gap,58,58,7
71530df00bdb11eba7f7acde48001122,compositional,Who is the spouse of the director of film Aladdin Aur Jadui Chirag?,Fearless Nadia,Fearless Nadia,1.0,1.0,True,complete,3,1.0,2,1.0,0.0,True,False,True,Aladdin Aur Jadui Chirag | Fearless Nadia | Homi Wadia,,False,not_attempted,0,0,0
91e7e3780baf11ebab90acde48001122,inference,Who is the father-in-law of Ri Sol-Ju?,Kim Jong-il,Kim Jong-il,1.0,1.0,True,complete,4,1.0,2,0.5,0.0,False,False,False,Kim Jong-Un | Kim Jong-il | Kim Jong-un | Ri Sol-ju,,False,not_attempted,0,0,0
6ede801c08da11ebbd9cac1f6bf848b6,bridge_comparison,"Which film has the director who is older than the other, Blue Blood And Red or The Longshot? ",Blue Blood And Red,Blue Blood And Red,1.0,1.0,False,missing_entities,7,0.7142857142857143,4,0.25,0.0,False,False,False,Blue Blood And Red | Blue Blood and Red | Paul Bartel | Raoul Walsh | The Longshot,"August 6, 1938 | March 11, 1887",True,repair_residual_gap,21,21,6
44031d3c086f11ebbd62ac1f6bf848b6,comparison,"Are the bands Attitude Adjustment and Blue (English Group), from the same country?",no,no,1.0,1.0,False,missing_entities,5,0.6,2,0.0,0.0,False,False,False,Attitude Adjustment | Blue (English group) | United Kingdom,American | no,True,repair_residual_gap,45,45,6
7f91e578086e11ebbd62ac1f6bf848b6,comparison,"Who was born later, Victor Bangert or Simone Fontecchio?",Simone Fontecchio,Simone Fontecchio,1.0,1.0,True,complete,4,1.0,2,1.0,0.0,True,False,False,"28 November 1950 | December 9, 1995 | Simone Fontecchio | Victor Bangert",,False,not_attempted,0,0,0
ee212a820bdc11eba7f7acde48001122,compositional,What is the place of birth of the director of film The Trail Of The Lonesome Pine (1923 Film)?,Richmond,"Richmond, Virginia",0.0,0.6667,False,missing_entities,3,0.6666666666666666,2,0.5,0.0,False,False,False,Charles Maigne | The Trail of the Lonesome Pine,Richmond,True,repair_residual_gap,35,35,2
75a4468108ca11ebbd92ac1f6bf848b6,comparison,"Who was born later, John Milton Mackie or Marion Gray?",Marion Gray,Marion Gray,1.0,1.0,False,short_chain,4,0.5,2,0.0,0.0,False,False,False,John Milton Mackie | Marion Gray,"19 December 1813 | September 14, 1934",False,not_attempted,0,0,0
1816ca87095011ebbdaeac1f6bf848b6,comparison,"Which film came out earlier, The Gentle Gunman or A Maori Maid'S Love?",A Maori Maid'S Love,A Maori Maid'S Love,1.0,1.0,True,complete,5,0.6,2,0.0,0.0,False,False,False,A Maori Maid'S Love | A Maori Maid's Love | The Gentle Gunman,1916 | 1952,False,not_attempted,0,0,0
89022ba60bdc11eba7f7acde48001122,compositional,Where was the director of film Poison Ivy: The New Seduction born?,L.A.,"We have *no evidence* specifying his birthplace — only that he is an ""American film",0.0,0.0,False,missing_entities,3,0.6666666666666666,2,0.5,0.0,False,False,False,Kurt Voss | Poison Ivy: The New Seduction,L.A.,True,repair_residual_gap,4,4,1
1a5823a1088e11ebbd70ac1f6bf848b6,bridge_comparison,"Which film has the director who is older than the other, Target Zero or A Midnight Clear? ",Target Zero,Target Zero,1.0,1.0,True,complete,6,1.0,4,0.75,0.25,False,False,False,"A Midnight Clear | February 3, 1961 | Harmon Jones | June 3, 1911 | Keith Gordon | Target Zero",,False,not_attempted,0,0,0
93bdd2060bdd11eba7f7acde48001122,compositional,"When did Charles Sackville-West, 6Th Earl De La Warr's father die?",23 February 1869,1869,0.0,0.5,False,missing_entities,3,0.6666666666666666,2,0.0,0.0,False,False,False,"23 February 1869 | Charles Sackville-West, 6th Earl De La Warr",George Sackville-West,True,repair_residual_gap,47,47,7
31eeaa6608cf11ebbd94ac1f6bf848b6,bridge_comparison,"Which film has the director died later, Struggle For Eagle Peak or Einer Spinnt Immer?",Einer Spinnt Immer,Einer Spinnt Immer,1.0,1.0,False,missing_entities,7,0.7142857142857143,4,0.5,0.0,False,False,False,Einer Spinnt Immer | Einer spinnt immer | Franz Antel | Struggle for Eagle Peak | Tancred Ibsen,11 August 2007 | 4 December 1978,True,repair_residual_gap,13,13,2
9af5e9640bdd11eba7f7acde48001122,compositional,Where does Douglas Gresham's father work at?,Magdalen College,"C. S. Lewis is his stepfather, not father",0.0,0.0,True,complete,3,1.0,2,0.5,0.0,False,False,False,C. S. Lewis | Douglas Howard Gresham | Magdalen College,,True,repair_to_complete,10,10,1
67c784f708d811ebbd9bac1f6bf848b6,bridge_comparison,"Which film has the director who died earlier, Precocious Youth or Three Girls About Town?",Precocious Youth,Precocious Youth,1.0,1.0,True,complete,6,0.6666666666666666,4,0.5,0.0,False,False,False,Josef von Báky | Leigh Jason | Precocious Youth | Three Girls About Town,"28 July 1966 | February 19, 1979",False,not_attempted,0,0,0
a7c95d2b088511ebbd6dac1f6bf848b6,bridge_comparison,"Which film whose director is younger, The Pulse Of Life or The Hungover Games?",The Hungover Games,The Hungover Games,1.0,1.0,False,missing_entities,7,0.8571428571428571,4,0.75,0.0,False,False,False,"15 January 1892 | Josh Stolberg | March 7, 1971 | Rex Ingram | The Hungover Games | The Pulse of Life",Rex Ingram (director),True,repair_residual_gap,15,15,2
6a765fc60bb011ebab90acde48001122,inference,Who is the paternal grandfather of Princess Yasmin Aga Khan?,Aga Khan III,Sultan Mahommed Shah,0.0,0.0,True,complete,3,0.6666666666666666,2,0.0,0.0,False,False,False,Aga Khan III | Prince Aly Khan,Yasmin Aga Khan,False,not_attempted,0,0,0
d3dd2d04085f11ebbd5dac1f6bf848b6,bridge_comparison,"Which film has the director born later, Barbarosa or Stories Of The Revolution?",Barbarosa,Barbarosa,1.0,1.0,False,missing_entities,6,0.6666666666666666,4,0.5,0.0,False,False,False,Barbarosa | Fred Schepisi | Stories of the Revolution | Tomás Gutiérrez Alea,"26 December 1939 | December 11, 1928",True,repair_residual_gap,15,15,2
077b294e0bdb11eba7f7acde48001122,compositional,What is the place of birth of the creator of Miss Seventeen?,Tehran,"Tehran, Iran",0.0,0.6667,True,complete,3,0.6666666666666666,2,0.5,0.0,False,False,False,Atoosa Rubenstein | Miss Seventeen,Tehran,False,not_attempted,0,0,0
bf847e1a086511ebbd5eac1f6bf848b6,comparison,"Who was born later, Tyreek Burwell or Eric Boulton?",Tyreek Burwell,Tyreek Burwell,1.0,1.0,False,short_chain,4,1.0,2,1.0,0.0,True,False,False,"August 17, 1976 | Eric Boulton | March 11, 1992 | Tyreek Burwell",,False,not_attempted,0,0,0
8f950536085a11ebbd5cac1f6bf848b6,comparison,"Who was born first, Cornelis Gijsbert Gerrit Jan Van Steenis or Tarsem King, Baron King Of West Bromwich?",Cornelis Gijsbert Gerrit Jan Van Steenis,Cornelis Gijsbert Gerrit Jan Van Steenis,1.0,1.0,False,missing_entities,5,0.6,2,0.0,0.0,False,False,False,"Cornelis Gijsbert Gerrit Jan Van Steenis | Cornelis Gijsbert Gerrit Jan van Steenis | Tarsem King, Baron King of West Bromwich",24 April 1937 | 31 October 1901,True,repair_residual_gap,39,39,6
0167e737086111ebbd5dac1f6bf848b6,comparison,"Who was born first, Dennis E. Nolan or Humberto Anguiano?",Dennis E. Nolan,Dennis E. Nolan,1.0,1.0,True,complete,4,0.75,2,0.5,0.0,False,False,False,2 November 1910 | Dennis E. Nolan | Humberto Anguiano,"April 22, 1872",False,not_attempted,0,0,0
87ceaacc0bda11eba7f7acde48001122,compositional,What is the place of birth of Zhu Gaoxu's father?,Nanjing,Unknown,0.0,0.0,False,short_chain,4,1.0,2,0.5,0.0,False,False,False,Nanjing | Yongle | Yongle Emperor | Zhu Gaoxu,,False,not_attempted,0,0,0
43dd26de086211ebbd5dac1f6bf848b6,comparison,"Which film was released more recently, The Petty Girl or Pulijanmam?",Pulijanmam,Pulijanmam,1.0,1.0,True,complete,4,0.75,2,0.5,0.0,False,False,False,1950 | Pulijanmam | The Petty Girl,2006,False,not_attempted,0,0,0
7032bda20baf11ebab90acde48001122,inference,"Who is Louis Armand I, Prince Of Conti's father?","Armand de Bourbon, Prince of Conti",Louis Armand de Bourbon,0.0,0.6,False,missing_entities,3,0.6666666666666666,2,0.5,0.0,False,False,False,"Anne Marie Martinozzi | Armand de Bourbon, Prince of Conti","Louis Armand I, Prince of Conti",True,repair_residual_gap,10,10,1
9078bc380baf11ebab90acde48001122,inference,"Who is Philibert I, Duke Of Savoy's mother-in-law?",Bona of Savoy,Bona of Savoy,1.0,1.0,False,missing_entities,3,0.6666666666666666,2,0.5,0.0,False,False,False,Bianca Maria Sforza | Bona of Savoy,"Philibert I, Duke of Savoy",True,repair_residual_gap,37,37,2
