qid,question,gold,current,current_rule,current_em,current_f1,best_answer,best_source,best_field,best_em,best_f1,classification,exact_candidate_sources
5a7a27ce5542996c55b2dd28,"What took place first, The Korean War or The Western Allied invasion of Germany?",The Western Allied invasion of Germany,The Western Allied invasion of Germany,current_v4,1,1.0000,The Western Allied invasion of Germany,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=The Western Allied invasion of Germany | hotpot1000_comagraag_body_selector_v4:prediction=The Western Allied invasion of Germany | hotpot1000_comagraag_body_selector_v4:current_answer=The Western Allied invasion of Germany | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=The Western Allied invasion of Germany | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=The Western Allied invasion of Germany
5a84b2995542994c784dda11,What movies has Juno Temple starred in?,"She has appeared in films such as "" Black Mass"", ""The Other Boleyn Girl"", ""Wild Child"", ""Atonement"", ""Maleficent"", ""The Three Musketeers"" and ""The Dark Knight Rises"".","Small Apartments, Cracks, Jack & Diane, Lovelace, Wonder Wheel, Magic Magic, Afternoon Delight, Dirty Girl, Killer Joe",current_v4,0,0.0526,"Small Apartments, Cracks, Jack & Diane, Lovelace, Wonder Wheel, Magic Magic, Afternoon Delight, Dirty Girl, Killer Joe",hotpot1000_comagraag_body_selector_v4,answer,0,0.0526,partial_candidate_no_improvement,
5a734e6d5542994cef4bc528,"Which canal is located further North, Beaver and Erie Canal or the Dismal Swamp Canal?",The Beaver and Erie Canal,Beaver and Erie Canal,current_v4,1,1.0000,Beaver and Erie Canal,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Beaver and Erie Canal | hotpot1000_comagraag_body_selector_v4:prediction=Beaver and Erie Canal | hotpot1000_comagraag_body_selector_v4:current_answer=Beaver and Erie Canal | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Beaver and Erie Canal | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Beaver and Erie Canal
5a8eed625542995085b374b9,Which system of parliament was modeled after the United Kingdom and is also used in Canada? ,Westminster system,Westminster system,current_v4,1,1.0000,Westminster system,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Westminster system | hotpot1000_comagraag_body_selector_v4:prediction=Westminster system | hotpot1000_comagraag_body_selector_v4:current_answer=Westminster system | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Westminster system | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Westminster system
5ae31bbd55429928c42395fc,Are Guildford Cathedral and St Paul's Cathedral both located in England?,yes,yes,current_v4,1,1.0000,yes,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=yes | hotpot1000_comagraag_body_selector_v4:prediction=yes | hotpot1000_comagraag_body_selector_v4:current_answer=yes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=yes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=yes
5ab741005542992aa3b8c800,Dan Hurley is the brother of which head coach of Arizona State's men's basketball team?,Robert Matthew Hurley,Bobby Hurley,current_v4,0,0.4000,Bobby Hurley,hotpot1000_comagraag_body_selector_v4,answer,0,0.4000,partial_candidate_no_improvement,
5ae2c8b05542992decbdcd9d,What is the birthplace of YouTube's 2016 overview featured creator Wengie?,"Guangzhou, China","Guangzhou, China",current_v4,1,1.0000,"Guangzhou, China",hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,"hotpot1000_comagraag_body_selector_v4:answer=Guangzhou, China | hotpot1000_comagraag_body_selector_v4:prediction=Guangzhou, China | hotpot1000_comagraag_body_selector_v4:current_answer=Guangzhou, China | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Guangzhou, China | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Guangzhou, China"
5ae33c4d5542992f92d82262,Robert Suettinger was the national intelligence officer under which former Governor of Arkansas?,William Jefferson Clinton,Bill Clinton,current_v4,0,0.4000,Bill Clinton,hotpot1000_comagraag_body_selector_v4,answer,0,0.4000,partial_candidate_no_improvement,
5a761e855542994ccc9186e0,Where are Catcha Lake and Hedley Mascot Mine located?,"British Columbia, Canada",Nova Scotia and British Columbia,current_v4,0,0.5000,Nova Scotia and British Columbia,hotpot1000_comagraag_body_selector_v4,answer,0,0.5000,partial_candidate_no_improvement,
5ab9d6ef5542994dbf01985b,What country of origin does  Dana Ivey and Two Weeks Notice have in common?,American,United States,current_v4,0,0.0000,United States,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5abd5b0355429933744ab789,McLemore Avenue is to Booker T. & the M.G.s as what road in the city of Westminster in London is to the Beatles?,"This road is best known for the Abbey Road Studios and the 1969 album, ""Abbey Road"", by The Beatles.",Abbey Road,current_v4,0,0.2222,Abbey Road,hotpot1000_comagraag_body_selector_v4,answer,0,0.2222,partial_candidate_no_improvement,
5a840e8a5542992ef85e239e,"Between two bands, Mastodon and Hole, which one has more members?",Mastodon,Mastodon,current_v4,1,1.0000,Mastodon,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Mastodon | hotpot1000_comagraag_body_selector_v4:prediction=Mastodon | hotpot1000_comagraag_body_selector_v4:current_answer=Mastodon | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Mastodon | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Mastodon
5abb9ad4554299642a094abe,Which terrorist group was the cause of the battle in which Mark E. Michell won an award for his actions?,al-Qaeda,Taliban,current_v4,0,0.0000,Taliban,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5abd81ff5542993062266cb3,What do the Church of St. Mary of the Spring and Hagia Irene have in common?,Greek Eastern Orthodox church,"Both are Eastern Orthodox churches located in Istanbul, Turkey.",current_v4,0,0.3077,Archangel Church,hotpot1000_comagraag_type_aware_candidate_reader_pilot20,deterministic_candidates,0,0.3333,partial_candidate_improves_f1,
5a7a2dac5542990198eaf0b6,"Who is younger, Keisuke Kuwata or Moya Brennan?",Keisuke Kuwata,Moya Brennan,current_v4,0,0.0000,Keisuke Kuwata,hotpot1000_comagraag_evidence_aug_deterministic_candidates,deterministic_candidates,1,1.0000,selector_miss_exact_candidate,hotpot1000_comagraag_evidence_aug_deterministic_candidates:deterministic_candidates=Keisuke Kuwata | hotpot1000_comagraag_type_aware_candidate_reader_pilot20:deterministic_candidates=Keisuke Kuwata | hotpot1000_comagraag_two_stage_clean_pilot50:deterministic_candidates=Keisuke Kuwata
5a77720255429967ab10517f,"In what year did both Orson Scott Card's novel ""Ender's Game"" and Keri Hulme's ""The Bone People"" come out?",1985,1984,current_v4,0,0.0000,1985,hotpot1000_comagraag_type_aware_candidate_reader_pilot20,deterministic_candidates,1,1.0000,selector_miss_exact_candidate,hotpot1000_comagraag_type_aware_candidate_reader_pilot20:deterministic_candidates=1985 | hotpot1000_comagraag_two_stage_clean_pilot50:deterministic_candidates=1985
5ac4f12d55429924173fb4f6,Pravda and Stiffelio are both operas?,no,no,current_v4,1,1.0000,no,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=no | hotpot1000_comagraag_body_selector_v4:prediction=no | hotpot1000_comagraag_body_selector_v4:current_answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=no
5adf33965542993344016c20,KSCW-DT is part of a duopoly with which virtual channel 12 in Wichita?,KWCH-DT,KWCH-DT,current_v4,1,1.0000,KWCH-DT,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=KWCH-DT | hotpot1000_comagraag_body_selector_v4:prediction=KWCH-DT | hotpot1000_comagraag_body_selector_v4:current_answer=KWCH-DT | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=KWCH-DT | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=KWCH-DT
5adfc77b554299603e4183ab,Is Edison Sault Power Canal somehow linked with or used with the Cayuga–Seneca Canal?,no,no,current_v4,1,1.0000,no,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=no | hotpot1000_comagraag_body_selector_v4:prediction=no | hotpot1000_comagraag_body_selector_v4:current_answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=no
5a8f55f9554299458435d5bd,What profession did Willi Forst and Elmer Clifton share?,actor,film director,current_v4,0,0.0000,film director,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5ab510cb5542996a3a96a00f,Were both the Battle of Saipan and the Battle of Manila fought by American forces?,yes,yes,current_v4,1,1.0000,yes,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=yes | hotpot1000_comagraag_body_selector_v4:prediction=yes | hotpot1000_comagraag_body_selector_v4:current_answer=yes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=yes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=yes
5a762cf0554299109176e6a4,"Who is older, Bertalan Farkas or Hans Schlegel?",Bertalan Farkas,Bertalan Farkas,current_v4,1,1.0000,Bertalan Farkas,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Bertalan Farkas | hotpot1000_comagraag_body_selector_v4:prediction=Bertalan Farkas | hotpot1000_comagraag_body_selector_v4:current_answer=Bertalan Farkas | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Bertalan Farkas | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Bertalan Farkas
5a8198565542995ce29dcc13,Are Ranger Rick and Tennis both sports magazines?,no,no,current_v4,1,1.0000,no,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=no | hotpot1000_comagraag_body_selector_v4:prediction=no | hotpot1000_comagraag_body_selector_v4:current_answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=no
5ab28c89554299340b525513,What rank was higher than Karl Hermann Frank's rank until April 1942?,Reichsführer-SS,Reichsführer-SS,current_v4,1,1.0000,Reichsführer-SS,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Reichsführer-SS | hotpot1000_comagraag_body_selector_v4:prediction=Reichsführer-SS | hotpot1000_comagraag_body_selector_v4:current_answer=Reichsführer-SS | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Reichsführer-SS | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Reichsführer-SS
5ac24cc45542996366519963,Both Andrew and Jeremy Get Married and The Last Lions are what type of films?,documentary film,documentary films,current_v4,0,0.5000,documentary films,hotpot1000_comagraag_body_selector_v4,answer,0,0.5000,partial_candidate_no_improvement,
5adfecd755429942ec259b90,What year was the magazine that Stanley Bing spent a decade at founded in?,1933,1933,current_v4,1,1.0000,1933,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=1933 | hotpot1000_comagraag_body_selector_v4:prediction=1933 | hotpot1000_comagraag_body_selector_v4:current_answer=1933 | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=1933 | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=1933
5a7d043755429909bec768f7,"William James ""Count"" Basie has an album that is a collection of musical pieces from what movie series?",James Bond,James Bond,current_v4,1,1.0000,James Bond,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=James Bond | hotpot1000_comagraag_body_selector_v4:prediction=James Bond | hotpot1000_comagraag_body_selector_v4:current_answer=James Bond | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=James Bond | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=James Bond
5ab9812d554299753720f821,Are Mauritz Stiller and Johannes Grenzfurthner both of the same nationality?,no,no,current_v4,1,1.0000,no,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=no | hotpot1000_comagraag_body_selector_v4:prediction=no | hotpot1000_comagraag_body_selector_v4:current_answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=no
5a7dbc175542995ed0d1666b,What russian Marxist revolutionary born in 1875 was part of the Vpered organization?,Anatoly Vasilyevich Lunacharsky,Anatoly Vasilyevich Lunacharsky,current_v4,1,1.0000,Anatoly Vasilyevich Lunacharsky,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Anatoly Vasilyevich Lunacharsky | hotpot1000_comagraag_body_selector_v4:prediction=Anatoly Vasilyevich Lunacharsky | hotpot1000_comagraag_body_selector_v4:current_answer=Anatoly Vasilyevich Lunacharsky | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Anatoly Vasilyevich Lunacharsky | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Anatoly Vasilyevich Lunacharsky
5abd0d635542992ac4f381b8,How many days did it take the Best New Artist of 2009 to sell 2 million copies of an album in the UK and break a twenty year old record?,29,17,current_v4,0,0.0000,17,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5a70f4695542994082a3e435,"Which canal was built between 1836 and 1847, Washington City Canal or Whitewater Canal?",The Whitewater Canal,Whitewater Canal,current_v4,1,1.0000,Whitewater Canal,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Whitewater Canal | hotpot1000_comagraag_body_selector_v4:prediction=Whitewater Canal | hotpot1000_comagraag_body_selector_v4:current_answer=Whitewater Canal | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Whitewater Canal | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Whitewater Canal
5a8a3dd55542995153361360,Did Nicholas Hytner and Maya Deren work in the same role in the film industry?,no,no,current_v4,1,1.0000,no,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=no | hotpot1000_comagraag_body_selector_v4:prediction=no | hotpot1000_comagraag_body_selector_v4:current_answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=no
5a8408a9554299123d8c21d3,Which Canadian artist is credited with first coming up with the title of Various Positions?,Leonard Cohen,Leonard Cohen,current_v4,1,1.0000,Leonard Cohen,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Leonard Cohen | hotpot1000_comagraag_body_selector_v4:prediction=Leonard Cohen | hotpot1000_comagraag_body_selector_v4:current_answer=Leonard Cohen | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Leonard Cohen | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Leonard Cohen
5ab33ef955429969a97a810e,Corn Ranch is a spaceport where test flights are carried out by a company headquartered in what state?,Washington,Washington,current_v4,1,1.0000,Washington,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Washington | hotpot1000_comagraag_body_selector_v4:prediction=Washington | hotpot1000_comagraag_body_selector_v4:current_answer=Washington | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Washington | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Washington
